,MEblack,MEblack_p,MEblue,MEblue_p,MEgreen,MEgreen_p,MEturquoise,MEturquoise_p,MEred,MEred_p,MEbrown,MEbrown_p,MEyellow,MEyellow_p,MEgrey,MEgrey_p,module_colors
pik3c2a,-0.212467342,0.355149738,0.369218261,0.099523863,-0.672688253,0.000834143,-0.483523015,0.026373193,0.208655017,0.364049695,0.186510049,0.418227118,0.271804329,0.233301913,0.033220548,0.886327568,turquoise
nlrb5_ChrAur6,-0.318917563,0.158809843,-0.743595384,0.000111835,0.286085681,0.208677567,0.73407202,0.000151777,-0.181404431,0.431305844,-0.413640198,0.062328274,-0.051771134,0.823639187,0.026778668,0.908269829,blue
nlrb5_ChrAur8,-0.370735518,0.098033617,-0.817551771,6.03E-06,0.209827408,0.361299195,0.784897784,2.51E-05,-0.132494634,0.566968504,-0.480211409,0.027576253,-0.070784088,0.760447218,0.022057025,0.92439446,blue
nlrc10_ChrAur1,0.750601494,8.86E-05,0.76978107,4.50E-05,-0.485928442,0.025525721,-0.740949776,0.000121894,-0.089750193,0.698841347,-0.017479186,0.940055349,-0.503914359,0.019852181,-0.379924633,0.08935577,blue
g1221,0.206315009,0.369575306,0.609007457,0.003387857,0.315326006,0.163817436,-0.48376779,0.026285949,0.048033522,0.836199225,0.571000215,0.006861115,0.252145904,0.270174405,0.059705581,0.797116547,turquoise
nlrc10_ChrAur3,0.642137838,0.001698266,0.86977393,3.04E-07,-0.308208947,0.174060944,-0.821050483,5.09E-06,0.360026274,0.108908796,0.375571711,0.093392711,-0.271614937,0.233640642,0.08270748,0.721528557,blue
nlrc3,0.634267224,0.002015219,0.86631565,3.84E-07,-0.222431708,0.332491045,-0.789670237,2.07E-05,0.178627568,0.43850947,0.340589183,0.130840665,-0.21337009,0.353060886,-0.068865238,0.766765561,blue
luzp2,0.123731436,0.593099655,0.429050999,0.052278875,-0.381631634,0.087808425,-0.483779562,0.026281759,0.336857676,0.135386597,0.256455253,0.261794809,-0.038350131,0.868911551,0.073627458,0.751111675,turquoise
nlrc5,0.537110889,0.012047772,0.978191867,1.98E-14,-0.258002354,0.258827154,-0.917591471,4.77E-09,0.185971944,0.41959534,0.516873522,0.016428873,-0.049536097,0.83114512,-0.018503063,0.936550595,blue
nlrx1,0.490350502,0.024024244,0.963436597,2.54E-12,-0.462828069,0.034621359,-0.93701413,4.01E-10,-0.039803996,0.863985633,0.347062289,0.123214419,-0.063765317,0.783626861,-0.261625632,0.251961068,blue
nmd3,0.641750602,0.001712811,0.263250999,0.24891928,-0.381762708,0.087690436,-0.225264244,0.3262103,-0.523482941,0.014876003,-0.571972694,0.006745284,-0.647738786,0.001499254,-0.761530606,6.06E-05,grey
pax6a,-0.167600564,0.467732257,0.424298296,0.055235099,-0.007795846,0.973245701,-0.483953171,0.026220026,0.12750969,0.5817711,0.676070184,0.000767208,0.475209112,0.02947543,0.15011979,0.516010365,turquoise
tamalin,0.744883118,0.000107204,0.533560645,0.012738493,0.045917912,0.843325859,-0.484025555,0.026194322,-0.003773117,0.987049461,0.101048032,0.662964344,-0.442869908,0.044370198,-0.221673515,0.334184315,turquoise
nme3,-0.588506377,0.005009601,-0.521198583,0.015398681,-0.103560476,0.655078281,0.41142073,0.063888598,0.222307,0.332769205,-0.084172249,0.716790688,0.2632288,0.248960666,0.197556114,0.390678988,blue
g990,0.002088351,0.992831914,0.425836791,0.054264483,-0.403276229,0.069868954,-0.484104725,0.026166231,0.002315728,0.992051483,0.18527079,0.421381761,0.170150413,0.460888251,-0.143180827,0.535808887,turquoise
LOC119026893,-0.184773559,0.422651099,0.148264092,0.521270746,0.387919192,0.082279754,-0.193196558,0.401428116,0.328921935,0.145424477,0.650175291,0.00141904,0.470182965,0.031486161,0.362488059,0.106334725,brown
armc2,-0.065023555,0.779457896,0.472061432,0.030722416,-0.138854819,0.548327012,-0.486464227,0.025339932,0.781750513,2.85E-05,0.665496451,0.000993128,0.297507119,0.190276757,0.612721231,0.003147236,turquoise
ttc39b,0.379270351,0.089954169,0.559365989,0.008378586,0.09101251,0.6948003,-0.487640396,0.024935848,-0.268039685,0.240095098,0.257340858,0.260093406,0.019400892,0.933478233,-0.315446458,0.163647744,turquoise
nme9,-0.551742464,0.00951462,-0.24463984,0.285168684,0.075535131,0.744866896,0.144170975,0.532962429,0.757134846,7.08E-05,0.445180702,0.043143535,0.467864948,0.032449126,0.790997659,1.96E-05,red
nmi,0.642794068,0.001673856,0.949717357,4.96E-11,-0.38260462,0.086935369,-0.902036674,2.32E-08,0.168224656,0.466052379,0.360989105,0.107896718,-0.237197831,0.30053474,-0.120599857,0.602558916,blue
tmem62,0.212327426,0.355474126,0.590590995,0.004819845,0.411003445,0.064185233,-0.487874556,0.024856015,0.278053412,0.222304509,0.709465259,0.000316145,0.284595313,0.211162968,0.317770776,0.160397062,turquoise
g5151,0.075651158,0.744487571,0.511705338,0.017731971,0.059187961,0.798840587,-0.487910304,0.024843845,0.033488855,0.885415289,0.471094641,0.031113648,0.304712911,0.179250209,0.070668794,0.760826445,turquoise
g9294,0.054505549,0.814476372,0.411631154,0.063739409,-0.41820193,0.059212317,-0.488025833,0.024804548,0.647950487,0.001492136,0.364460779,0.104304208,0.034378751,0.882390529,0.40366722,0.069572561,turquoise
rab9b,-0.121974374,0.598399356,0.384998316,0.084814908,0.193471012,0.400746642,-0.365409785,0.103337534,0.169213224,0.463397747,0.649271114,0.001448373,0.494931215,0.022543866,0.280899138,0.217411418,brown
nnr_ChrAur1,-0.06333505,0.785053795,0.122226824,0.597636696,0.327964866,0.14666947,-0.118225295,0.609772811,0.390202947,0.080337212,0.480884193,0.027328392,0.245914268,0.282587163,0.36426547,0.104503968,grey
nnt,-0.6354238,0.001965744,-0.346507114,0.1238557,-0.31476938,0.164603186,0.261355474,0.252468952,-0.364119632,0.104653312,-0.254505156,0.265566129,0.406505692,0.067449174,-0.257179227,0.260403402,blue
g9511,0.291932468,0.199115609,0.47330842,0.030223532,-0.18578403,0.420073712,-0.488176225,0.024753465,0.765821077,5.20E-05,0.436859677,0.047687279,-0.102779993,0.657524327,0.475241154,0.029462945,turquoise
LOC119029700,0.044519016,0.848044685,0.494149407,0.022791241,0.167571388,0.467810866,-0.488313045,0.024707065,0.180603806,0.433376298,0.685033967,0.000611472,0.332178373,0.141244056,0.211457744,0.35749429,turquoise
dele1,0.169985764,0.461328624,0.504899291,0.019573451,0.335224586,0.137410942,-0.488744,0.024561367,0.209077943,0.363056101,0.689451052,0.000545227,0.285735846,0.20925921,0.236028276,0.302994789,turquoise
LOC119026839,0.353847266,0.115568469,0.629405036,0.002234826,-0.125279964,0.588445391,-0.48925368,0.024389935,0.148419339,0.520829694,0.230533665,0.314716095,-0.113396867,0.624548879,0.001759844,0.993959463,turquoise
g5254,0.012109897,0.958450566,0.493316658,0.02305711,0.140817246,0.542631947,-0.489628005,0.024264637,0.029422672,0.89925518,0.624124217,0.002495767,0.383461604,0.086171742,0.129417812,0.576085433,turquoise
ugt5d1_ChrAur1,0.215515486,0.348125415,0.491660592,0.023593178,0.180216133,0.434380733,-0.48969535,0.024242149,0.397970255,0.07398585,0.62187252,0.002614551,0.1520711,0.510506381,0.259121901,0.256693041,turquoise
g4601,0.077686741,0.737842042,0.504342025,0.019730766,-0.199780728,0.385256415,-0.490445562,0.023992756,0.625599754,0.002420409,0.521920432,0.015231939,0.110312628,0.634060908,0.443610894,0.043973947,turquoise
nod1,0.618568426,0.002797404,0.955752695,1.51E-11,-0.343292259,0.127616243,-0.922328395,2.77E-09,0.152304525,0.509849862,0.414190023,0.061946248,-0.174257517,0.449973512,-0.123144603,0.594867481,blue
nod2,0.727080704,0.000188422,0.892672948,5.31E-08,-0.122947979,0.5954603,-0.799478562,1.37E-05,0.217574337,0.343427136,0.394988084,0.076378177,-0.291435338,0.19991698,-0.015847783,0.945641855,blue
slc27a6,0.107904585,0.641526392,0.412896541,0.062847819,-0.203271932,0.376832249,-0.490612353,0.023937588,0.014592972,0.94994046,0.309459159,0.172230494,0.147038076,0.524760001,-0.129876306,0.574722848,turquoise
g19062,0.354517776,0.114831922,0.468924857,0.03200598,-0.307205793,0.175539287,-0.491061385,0.023789567,-0.056396369,0.808153915,0.055553843,0.810969727,-0.190686958,0.40768905,-0.217658051,0.343236892,turquoise
ppp1r3ab_ChrAur2,0.040760554,0.860747301,0.576690283,0.006206001,0.340587696,0.130842455,-0.491185015,0.023748942,0.293410249,0.196746173,0.768189092,4.77E-05,0.438308681,0.046870605,0.312589833,0.167704969,turquoise
ylpm1_ChrAur1,-0.073150479,0.752675428,0.320236944,0.156997285,-0.223140405,0.330912927,-0.491715818,0.023575143,0.311289367,0.16957478,0.512423021,0.017546204,0.29022315,0.201880078,0.208696815,0.363951429,turquoise
bbs1,0.264265173,0.247033306,0.516752161,0.016458562,-0.084699835,0.715086626,-0.491998054,0.023483144,0.646278965,0.001549122,0.493779269,0.02290911,-0.031189739,0.893236999,0.50226532,0.020325958,turquoise
mpped2a,0.027954833,0.904258327,0.41658334,0.060304024,-0.244714166,0.285017726,-0.49201391,0.023477985,0.271931586,0.233074491,0.361097956,0.107782731,0.18173918,0.43044173,0.050287641,0.828619596,turquoise
g9107,0.193798884,0.399933368,0.437751067,0.047183594,0.115423986,0.618328116,-0.492821265,0.023216441,0.492335825,0.02337342,0.641481888,0.001722966,0.142814576,0.536863555,0.401804812,0.070992899,turquoise
g4357,0.09452268,0.683605302,0.462829523,0.034620715,-0.180833096,0.432782805,-0.493096577,0.023127786,0.815979762,6.50E-06,0.5665117,0.007417188,0.103075406,0.6565981,0.61180864,0.003204998,turquoise
tgfbr1b,0.121536367,0.599723552,0.530614313,0.013335824,0.293492686,0.196614557,-0.493171323,0.023103763,0.45395353,0.038724365,0.765031749,5.35E-05,0.305713696,0.177754054,0.460930028,0.035468862,turquoise
nomo,-0.488629039,0.024600166,-0.416817266,0.060145307,-0.239342311,0.296055893,0.34174458,0.129455403,-0.299015398,0.187931685,-0.336504474,0.135822616,0.199942136,0.384864629,-0.199009752,0.387130891,blue
tmcc1b,-0.056271535,0.808570979,0.439637022,0.046131465,-0.448232015,0.041564258,-0.493388035,0.023034225,0.029105614,0.900335571,0.247269523,0.279857935,0.205045361,0.372593327,-0.130735684,0.572172673,turquoise
c3a.1_ChrAur3,-0.112454727,0.627448509,0.436028421,0.048160713,-0.020957025,0.928155341,-0.493410671,0.023026971,0.284352388,0.211569936,0.66877119,0.000917812,0.418366127,0.059102416,0.234187263,0.30689201,turquoise
actr1b,0.165170032,0.474303813,0.406017917,0.067810538,-0.477718842,0.02851009,-0.494664673,0.022627962,0.498730535,0.021372018,0.243571862,0.287343251,-0.106854119,0.644793588,0.18804197,0.414345197,turquoise
hce2l2,0.02370294,0.918770028,0.520017027,0.015674791,0.309150558,0.172681085,-0.494672626,0.022625449,0.284228417,0.211777822,0.767973824,4.80E-05,0.449883405,0.040728486,0.305070271,0.178714978,turquoise
g1487,-0.090774327,0.695562188,0.552003263,0.009473779,0.268479055,0.239295741,-0.494710122,0.022613605,0.316258023,0.162507591,0.855686218,7.61E-07,0.536969299,0.012074723,0.401911234,0.070911155,turquoise
iqsec3b,-0.195425372,0.395912429,0.38986544,0.080622117,-0.316811393,0.161733333,-0.494856428,0.022567436,0.490162327,0.024086671,0.600348495,0.004009054,0.363109066,0.105692447,0.39785291,0.074078909,turquoise
strap,-0.162302236,0.482117096,0.356113495,0.113092692,-0.177701078,0.440926977,-0.495520879,0.022358708,0.444247057,0.043635944,0.645680049,0.001569982,0.413557272,0.062386047,0.35581666,0.113414771,turquoise
fbxo8,0.292970414,0.197449402,0.4759352,0.029193535,-0.427377763,0.053305452,-0.49630887,0.02211317,0.085468704,0.712605573,0.083991463,0.717374914,-0.15767147,0.494867872,-0.088929931,0.701471463,turquoise
nop9,-0.439055147,0.046454126,-0.729805801,0.000173323,0.880774439,1.37E-07,0.810659002,8.34E-06,0.036373258,0.875616974,0.011456657,0.96069014,0.288657711,0.204434289,0.420287258,0.057828074,green
cers4b,0.102013963,0.659928362,0.499121027,0.021254389,0.281233482,0.216841237,-0.496737245,0.021980594,0.40180542,0.070992432,0.737960647,0.00013419,0.340013932,0.131534283,0.403904017,0.069393518,turquoise
tp53inp2,-0.033776084,0.884438828,0.525714329,0.014379381,0.25104488,0.272342137,-0.496742377,0.021979009,0.501267959,0.020616868,0.853238154,8.84E-07,0.457299506,0.037135125,0.473662713,0.030082961,turquoise
nos1apa,0.251805786,0.270842878,0.393398917,0.077676434,-0.666294762,0.000974301,-0.423595282,0.055683017,-0.09929823,0.66847703,-0.201196652,0.381827177,-0.256290679,0.262111761,-0.35216479,0.117431648,green
spag16,-0.136610694,0.554872609,0.212203835,0.355760809,0.069581235,0.764406253,-0.247563276,0.279268547,0.981471888,4.27E-15,0.649102626,0.001453895,0.276133681,0.225645972,0.842604124,1.64E-06,brown
nosip,0.008287848,0.971557856,-0.383518629,0.086121106,0.893340668,5.02E-08,0.498094747,0.021564651,-0.12673561,0.584084486,0.043372223,0.85191685,0.044224087,0.849040201,0.156851683,0.497142251,green
notch1b_ChrAur1,0.4462068,0.042607347,0.965411635,1.51E-12,-0.320200239,0.157047515,-0.928954242,1.22E-09,0.154689842,0.503164389,0.520842263,0.015481531,0.024285479,0.916780254,-0.035167364,0.879711348,blue
notch1b_ChrAur2,0.236653525,0.301678112,0.835511729,2.43E-06,-0.261185039,0.252789698,-0.786139111,2.39E-05,0.000826587,0.997162781,0.46859731,0.032142416,0.185245618,0.421445971,-0.111319582,0.630949181,blue
notch2,0.341988964,0.129163744,0.956413314,1.31E-11,-0.333191074,0.139961478,-0.929140243,1.19E-09,0.110158946,0.634536345,0.55572979,0.008905697,0.145010612,0.530554178,-0.058861496,0.799928413,blue
notch3,0.436538482,0.047869785,0.916815137,5.20E-09,-0.411758405,0.063649316,-0.88664309,8.71E-08,-0.031521576,0.892107466,0.365933048,0.102807335,-0.032634738,0.888319882,-0.230258651,0.315309858,blue
notchl,0.759469606,6.52E-05,0.852830437,9.06E-07,-0.534217211,0.012608389,-0.824304416,4.34E-06,-0.157478427,0.495402982,0.009070211,0.968874149,-0.475134968,0.029504336,-0.456262428,0.037622156,blue
cdc16,0.024131515,0.917306102,0.49842235,0.021465221,0.063914631,0.783131831,-0.497242724,0.021824972,0.275615568,0.226553405,0.591313191,0.004755512,0.334058114,0.138869935,0.190510909,0.408130254,turquoise
nots,-0.281188984,0.216917065,-0.16759968,0.467734638,0.369853833,0.0988976,0.235079739,0.304998947,-0.164904934,0.475023378,0.16489252,0.475057088,0.338847732,0.13294847,0.04564014,0.844262445,grey
nova2,0.521206889,0.015396754,0.863068504,4.76E-07,-0.480097958,0.027618225,-0.827457434,3.70E-06,-0.145021034,0.530524317,0.165551722,0.473268744,-0.178839942,0.437956306,-0.345560124,0.124955078,blue
nox1,0.083494873,0.718980462,0.036483216,0.875243783,-0.701123459,0.000398854,-0.125136121,0.588877071,-0.20714651,0.367606373,-0.474309403,0.029827708,-0.294723116,0.194657122,-0.472073761,0.030717452,grey
cers1,-0.164648875,0.475718931,0.481478221,0.027111013,-0.296398285,0.192013342,-0.497276146,0.021814713,0.083140149,0.720128035,0.429556347,0.051971833,0.422728272,0.056239242,-0.011178951,0.961642317,turquoise
nox5,-0.575282402,0.006363074,-0.349085675,0.120897357,0.16330191,0.479386221,0.283640971,0.21276475,0.57918799,0.005935219,0.35999344,0.108943431,0.436400436,0.047948389,0.655839501,0.001246466,grey
lim2.2,-0.18350129,0.425908313,0.448075763,0.041644023,-0.013265971,0.954487823,-0.497409305,0.02177388,0.25258523,0.269312489,0.739495211,0.00012775,0.547961341,0.010123103,0.320321015,0.15688228,turquoise
g3519,-0.452949286,0.03921155,0.129873153,0.574732214,0.291073145,0.200502194,-0.148119212,0.521682502,0.161790075,0.483519202,0.648583879,0.001471009,0.702843739,0.00038043,0.351600926,0.118060889,brown
g22158,0.14123309,0.541428635,0.560531369,0.008215171,-0.049106499,0.83258948,-0.498758108,0.021363695,0.49870297,0.021380341,0.475610303,0.029319408,0.146324098,0.526797039,0.384623164,0.085144674,turquoise
trim71,-0.28463973,0.211088614,0.333285968,0.139841719,0.248430391,0.277533292,-0.318952977,0.158761003,-0.04541518,0.845021113,0.648057968,0.001488533,0.649506469,0.001440689,0.100693608,0.664079602,brown
LOC119027692,0.523654601,0.014837312,0.567700726,0.007266396,0.011631811,0.960089611,-0.500036471,0.020980653,-0.086635314,0.70884639,0.210947514,0.358682575,-0.187097693,0.416735698,-0.153636293,0.506111978,turquoise
npat,-0.629195901,0.002244705,-0.943192788,1.54E-10,0.305203732,0.178515369,0.91053516,1.01E-08,-0.241474388,0.291643857,-0.446633576,0.042385865,0.198127884,0.389281231,0.002154749,0.992604013,blue
npc1,-0.478808292,0.028098902,-0.459904191,0.035933627,-0.452289352,0.039534293,0.369605951,0.099141506,-0.270876323,0.234964719,-0.46336562,0.034384242,0.070171652,0.762462259,-0.244076158,0.286315151,blue
npc1l1,-0.553347693,0.009265509,-0.072830151,0.753726134,0.667865269,0.000938145,0.119942002,0.604553934,0.146173399,0.527227469,0.674640904,0.000794917,0.816461273,6.36E-06,0.467929001,0.03242221,yellow
homer1b_ChrAur1,0.092800961,0.689088575,0.369717985,0.099031215,-0.202187074,0.379438726,-0.500704187,0.020782777,0.622822503,0.002563872,0.508894157,0.018474909,0.104757611,0.651333041,0.421306102,0.057160809,turquoise
npdc1a,0.590272324,0.00484846,0.660879986,0.001108164,-0.466233963,0.033140444,-0.635411049,0.001966283,-0.244983803,0.284470504,-0.103513745,0.655224642,-0.370703283,0.098065106,-0.520182791,0.015635816,blue
g2569,-0.145605575,0.528850778,0.441375285,0.045177874,-0.41649006,0.060367404,-0.501446023,0.020564688,0.386459687,0.083539373,0.422757898,0.056220166,0.314790356,0.164573528,0.206105342,0.370072732,turquoise
rab3da_ChrAur1,-0.157789416,0.49454107,0.445291624,0.043085321,-0.218122049,0.342183557,-0.501536356,0.020538257,-0.049474274,0.831352945,0.428635276,0.052532504,0.435026515,0.048736145,-0.119282373,0.606557062,turquoise
rab6bb_ChrAur1,-0.196157731,0.394109271,0.406801778,0.067230533,-0.274690688,0.228179193,-0.501619778,0.020513872,0.452584628,0.039389633,0.617705857,0.002846863,0.397341347,0.074485625,0.373626357,0.095239637,turquoise
nphp1,-0.470907671,0.03118976,-0.525350078,0.01445952,-0.325775133,0.149546072,0.371834847,0.096964128,0.242038335,0.290483671,-0.241750523,0.291075417,0.067816099,0.770226202,0.212456624,0.355174581,blue
g12158,-0.195710635,0.395209531,0.384476557,0.085273802,-0.242456504,0.289625233,-0.50167783,0.020496917,0.470944039,0.031174944,0.631056484,0.002158088,0.439560237,0.046173945,0.393854514,0.077302564,turquoise
nphp4,-0.327650163,0.147080478,-0.050605085,0.827553326,0.348015272,0.122119186,0.121333936,0.600335958,0.369050468,0.099689682,0.414130796,0.061987314,0.352447,0.117117627,0.482070231,0.026895739,grey
mical3b,0.076435366,0.741925286,0.378367871,0.090784418,-0.539901742,0.011526443,-0.501899287,0.020432339,0.103821598,0.654260677,0.152334024,0.509766922,-0.005589582,0.980815698,-0.150570033,0.514737879,turquoise
prepl,-0.04100685,0.859913837,0.519898934,0.015702606,0.084229738,0.716604941,-0.50320584,0.020054646,0.052291108,0.821895055,0.602024911,0.00388191,0.436961954,0.047629277,0.031909235,0.89078818,turquoise
cubn,0.179518138,0.436192301,0.456606032,0.037460244,0.088515659,0.702801054,-0.503678478,0.019919403,0.039435033,0.865235285,0.510749361,0.017981871,0.181252546,0.43169822,0.003494449,0.988005869,turquoise
rfx1a,0.003180451,0.989083553,0.443968769,0.043783554,-0.225478039,0.325739133,-0.50382143,0.019878642,0.882578057,1.20E-07,0.606784379,0.003539102,0.190035919,0.409321943,0.670122309,0.000888182,turquoise
g19988,-0.188345184,0.413579176,0.427646297,0.053139666,-0.124897469,0.589593577,-0.503926567,0.019848706,0.032109039,0.890108311,0.541689257,0.011202292,0.507632821,0.018816275,0.024372945,0.916481537,turquoise
npm1b,0.219723809,0.338561974,0.904701345,1.80E-08,-0.31322477,0.16679724,-0.915511929,5.99E-09,0.226360495,0.323798662,0.658180223,0.001180527,0.255305222,0.264014736,0.07028285,0.762096284,blue
sema6cb,-0.066906492,0.773229996,0.428123879,0.052845797,-0.134815098,0.56013507,-0.504113942,0.019795445,-0.131377814,0.5702704,0.387108853,0.082977355,0.399609918,0.07269469,-0.156654029,0.497691376,turquoise
npnta,0.51472513,0.016960856,0.924031985,2.26E-09,-0.376656268,0.092374552,-0.883927357,1.08E-07,-0.033959473,0.883815465,0.336032605,0.136406677,-0.092687191,0.689451437,-0.233469617,0.308419407,blue
npr1a,0.634028312,0.002025568,0.778132883,3.28E-05,-0.32686431,0.148110347,-0.732875372,0.000157574,-0.08618795,0.710287175,0.141703214,0.540069729,-0.294308297,0.195315565,-0.315393266,0.163722665,blue
mfsd11,-0.033847077,0.884197505,0.398767464,0.073355952,-0.610074038,0.003317231,-0.504217358,0.019766097,0.301088606,0.184740339,0.189604047,0.410407103,0.087351144,0.706542979,0.051991055,0.822901417,turquoise
ralgapa2,-0.21480104,0.3497645,0.406201932,0.067674041,-0.541154678,0.011298445,-0.504931575,0.019564368,-0.133935838,0.562720047,0.234980935,0.305208173,0.364007054,0.104768702,-0.184046562,0.424510686,turquoise
fbxo22,0.163289488,0.479420107,0.431804369,0.050622716,-0.583679174,0.005472882,-0.505459201,0.019416403,0.241363075,0.291873193,0.140337268,0.544022363,-0.123334192,0.594296104,-0.038024603,0.870015136,turquoise
tekt1,0.083368963,0.719387728,0.476610546,0.028933255,-0.087461581,0.706187831,-0.505854058,0.01930626,0.905439188,1.68E-08,0.66059177,0.001115705,0.167407333,0.468253002,0.687831754,0.000568763,turquoise
ccdc50a,0.378369913,0.090782534,0.477593479,0.028557708,-0.364094717,0.104678841,-0.506009633,0.019263001,-0.103255313,0.656034264,0.00761752,0.973857489,-0.163632506,0.47848482,-0.332181742,0.141239776,turquoise
